userId,rank,movieId,title,genres,score
1,1,34,Babe (1995),Children's|Comedy|Drama,0.9082725
1,2,953,It's a Wonderful Life (1946),Drama,0.90591645
1,3,364,"Lion King, The (1994)",Animation|Children's|Musical,0.9022477
1,4,318,"Shawshank Redemption, The (1994)",Drama,0.88970774
1,5,2096,Sleeping Beauty (1959),Animation|Children's|Musical,0.886868
1,6,2858,American Beauty (1999),Comedy|Drama,0.8743212
1,7,1225,Amadeus (1984),Drama,0.87120694
1,8,1282,Fantasia (1940),Animation|Children's|Musical,0.8698258
1,9,2565,"King and I, The (1956)",Musical,0.85170054
1,10,1704,Good Will Hunting (1997),Drama,0.8479869
2,1,1704,Good Will Hunting (1997),Drama,0.909792
2,2,527,Schindler's List (1993),Drama|War,0.83994263
2,3,150,Apollo 13 (1995),Drama,0.81236017
2,4,1231,"Right Stuff, The (1983)",Drama,0.78811336
2,5,3360,Hoosiers (1986),Drama,0.77425337
2,6,1393,Jerry Maguire (1996),Drama|Romance,0.7698802
2,7,1721,Titanic (1997),Drama|Romance,0.75808704
2,8,1299,"Killing Fields, The (1984)",Drama|War,0.75618565
2,9,1302,Field of Dreams (1989),Drama,0.7538655
2,10,1183,"English Patient, The (1996)",Drama|Romance|War,0.7537456
3,1,592,Batman (1989),Action|Adventure|Crime|Drama,0.91066724
3,2,110,Braveheart (1995),Action|Drama|War,0.9024547
3,3,2028,Saving Private Ryan (1998),Action|Drama|War,0.89567995
3,4,2791,Airplane! (1980),Comedy,0.89018935
3,5,2797,Big (1988),Comedy|Fantasy,0.88938576
3,6,2000,Lethal Weapon (1987),Action|Comedy|Crime|Drama,0.88089037
3,7,1073,Willy Wonka and the Chocolate Factory (1971),Adventure|Children's|Comedy|Fantasy,0.880456
3,8,858,"Godfather, The (1972)",Action|Crime|Drama,0.8721147
3,9,2174,Beetlejuice (1988),Comedy|Fantasy,0.869841
3,10,1220,"Blues Brothers, The (1980)",Action|Comedy|Musical,0.8676182
4,1,858,"Godfather, The (1972)",Action|Crime|Drama,0.9052878
4,2,2949,Dr. No (1962),Action,0.8785739
4,3,589,Terminator 2: Judgment Day (1991),Action|Sci-Fi|Thriller,0.866548
4,4,1221,"Godfather: Part II, The (1974)",Action|Crime|Drama,0.8657227
4,5,1304,Butch Cassidy and the Sundance Kid (1969),Action|Comedy|Western,0.8438886
4,6,2948,From Russia with Love (1963),Action,0.8435656
4,7,2944,"Dirty Dozen, The (1967)",Action|War,0.83748496
4,8,2019,Seven Samurai (The Magnificent Seven) (Shichinin no samurai) (1954),Action|Drama,0.8300057
4,9,457,"Fugitive, The (1993)",Action|Thriller,0.82541347
4,10,1610,"Hunt for Red October, The (1990)",Action|Thriller,0.8125783
5,1,223,Clerks (1994),Comedy,0.91002584
5,2,2396,Shakespeare in Love (1998),Comedy|Romance,0.9046253
5,3,778,Trainspotting (1996),Drama,0.84535086
5,4,3160,Magnolia (1999),Drama,0.8412838
5,5,2706,American Pie (1999),Comedy,0.84012234
5,6,2336,Elizabeth (1998),Drama,0.83969426
5,7,2710,"Blair Witch Project, The (1999)",Horror,0.83729994
5,8,2502,Office Space (1999),Comedy|Romance,0.8360798
5,9,2712,Eyes Wide Shut (1999),Drama,0.82655096
5,10,1094,"Crying Game, The (1992)",Drama|Romance|War,0.82641613
6,1,2080,Lady and the Tramp (1955),Animation|Children's|Comedy|Musical|Romance,0.9168286
6,2,1022,Cinderella (1950),Animation|Children's|Musical,0.877145
6,3,899,Singin' in the Rain (1952),Musical|Romance,0.840537
6,4,2941,South Pacific (1958),Musical|Romance|War,0.8250783
6,5,2565,"King and I, The (1956)",Musical,0.8133144
6,6,2078,"Jungle Book, The (1967)",Animation|Children's|Comedy|Musical,0.79289204
6,7,1282,Fantasia (1940),Animation|Children's|Musical,0.7672714
6,8,2394,"Prince of Egypt, The (1998)",Animation|Musical,0.7567992
6,9,919,"Wizard of Oz, The (1939)",Adventure|Children's|Drama|Musical,0.7489375
6,10,3675,White Christmas (1954),Musical,0.7349747
7,1,1370,Die Hard 2 (1990),Action|Thriller,0.913545
7,2,2628,Star Wars: Episode I - The Phantom Menace (1999),Action|Adventure|Fantasy|Sci-Fi,0.8974155
7,3,260,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Fantasy|Sci-Fi,0.89628786
7,4,1240,"Terminator, The (1984)",Action|Sci-Fi|Thriller,0.89163655
7,5,1608,Air Force One (1997),Action|Thriller,0.88942647
7,6,1210,Star Wars: Episode VI - Return of the Jedi (1983),Action|Adventure|Romance|Sci-Fi|War,0.88835233
7,7,1552,Con Air (1997),Action|Adventure|Thriller,0.88226
7,8,10,GoldenEye (1995),Action|Adventure|Thriller,0.8778492
7,9,1036,Die Hard (1988),Action|Thriller,0.87762064
7,10,2617,"Mummy, The (1999)",Action|Adventure|Horror|Thriller,0.87481457
8,1,593,"Silence of the Lambs, The (1991)",Drama|Thriller,0.90343684
8,2,318,"Shawshank Redemption, The (1994)",Drama,0.88330674
8,3,1358,Sling Blade (1996),Drama|Thriller,0.8828846
8,4,1183,"English Patient, The (1996)",Drama|Romance|War,0.87413764
8,5,2762,"Sixth Sense, The (1999)",Thriller,0.85804504
8,6,1408,"Last of the Mohicans, The (1992)",Action|Romance|War,0.8551877
8,7,590,Dances with Wolves (1990),Adventure|Drama|Western,0.8533342
8,8,457,"Fugitive, The (1993)",Action|Thriller,0.8504156
8,9,1610,"Hunt for Red October, The (1990)",Action|Thriller,0.8480803
8,10,3100,"River Runs Through It, A (1992)",Drama,0.8411939
9,1,296,Pulp Fiction (1994),Crime|Drama,0.90561575
9,2,356,Forrest Gump (1994),Comedy|Romance|War,0.85726064
9,3,110,Braveheart (1995),Action|Drama|War,0.8426018
9,4,34,Babe (1995),Children's|Comedy|Drama,0.83109456
9,5,2501,October Sky (1999),Drama,0.8261063
9,6,2396,Shakespeare in Love (1998),Comedy|Romance,0.82090795
9,7,2997,Being John Malkovich (1999),Comedy,0.8154584
9,8,589,Terminator 2: Judgment Day (1991),Action|Sci-Fi|Thriller,0.79320633
9,9,246,Hoop Dreams (1994),Documentary,0.78476954
9,10,2329,American History X (1998),Drama,0.77650833
10,1,788,"Nutty Professor, The (1996)",Comedy|Fantasy|Romance|Sci-Fi,0.91577715
10,2,3033,Spaceballs (1987),Comedy|Sci-Fi,0.9142403
10,3,3479,Ladyhawke (1985),Adventure|Fantasy|Romance,0.91125464
10,4,1029,Dumbo (1941),Animation|Children's|Musical,0.8851818
10,5,2406,Romancing the Stone (1984),Action|Adventure|Comedy|Romance,0.8851112
10,6,1246,Dead Poets Society (1989),Drama,0.8518142
10,7,500,Mrs. Doubtfire (1993),Comedy,0.8481518
10,8,2987,Who Framed Roger Rabbit? (1988),Adventure|Animation|Film-Noir,0.84716094
10,9,2085,101 Dalmatians (1961),Animation|Children's,0.8389119
10,10,1968,"Breakfast Club, The (1985)",Comedy|Drama,0.8211397
11,1,296,Pulp Fiction (1994),Crime|Drama,0.90561575
11,2,1641,"Full Monty, The (1997)",Comedy,0.7898713
11,3,1060,Swingers (1996),Comedy|Drama,0.78051937
11,4,1500,Grosse Pointe Blank (1997),Comedy|Crime,0.77813894
11,5,527,Schindler's List (1993),Drama|War,0.77487856
11,6,223,Clerks (1994),Comedy,0.77247065
11,7,1517,Austin Powers: International Man of Mystery (1997),Comedy,0.7705329
11,8,235,Ed Wood (1994),Comedy|Drama,0.7686005
11,9,1968,"Breakfast Club, The (1985)",Comedy|Drama,0.7685858
11,10,3253,Wayne's World (1992),Comedy,0.76354176
12,1,260,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Fantasy|Sci-Fi,0.9016029
12,2,608,Fargo (1996),Crime|Drama|Thriller,0.8837126
12,3,1208,Apocalypse Now (1979),Drama|War,0.8711385
12,4,1387,Jaws (1975),Action|Horror,0.86097467
12,5,1213,GoodFellas (1990),Crime|Drama,0.85964894
12,6,3362,Dog Day Afternoon (1975),Comedy|Crime|Drama,0.8384171
12,7,1953,"French Connection, The (1971)",Action|Crime|Drama|Thriller,0.82883525
12,8,1196,Star Wars: Episode V - The Empire Strikes Back (1980),Action|Adventure|Drama|Sci-Fi|War,0.82651913
12,9,1230,Annie Hall (1977),Comedy|Romance,0.8264724
12,10,1214,Alien (1979),Action|Horror|Sci-Fi|Thriller,0.82554257
13,1,1240,"Terminator, The (1984)",Action|Sci-Fi|Thriller,0.90612465
13,2,1200,Aliens (1986),Action|Sci-Fi|Thriller|War,0.87628937
13,3,1408,"Last of the Mohicans, The (1992)",Action|Romance|War,0.7922707
13,4,2985,Robocop (1987),Action|Crime|Sci-Fi,0.7622039
13,5,1270,Back to the Future (1985),Comedy|Sci-Fi,0.75798583
13,6,541,Blade Runner (1982),Film-Noir|Sci-Fi,0.75461423
13,7,3527,Predator (1987),Action|Sci-Fi|Thriller,0.7497321
13,8,1573,Face/Off (1997),Action|Sci-Fi|Thriller,0.7438246
